[PRIMA DI INIZIARE] Consenso al Trattamento dei Dati Dichiaro di aver letto l'informativa di essere maggiorenne e di acconsentire al trattamento dei miei dati in forma anonima e aggregata per le finalità di ricerca descritte.,age_band,occupation,education,income_source,primary_provider,accounts_count,trad_trust,trad_fees,trad_innov,trad_ux,trad_service,fintech_services_multi,fin_trust,fin_fees,fin_ux,imp_app,imp_no_fees,imp_brand,imp_onboarding,imp_branch,Quanto sono importanti per te i seguenti fattori nella scelta di un nuovo servizio finanziario (conto carta etc.)? (Usa una scala da 1 a 5 dove 1 è Per Nulla Importante e 5 è Estremamente Importante). [Qualità velocità e design dell'app mobile],imp_innovation,imp_cashback,future_pref
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4,1 (Molto Negativa),3,4,4,Nessuno dei precedenti,3,4,3,4,5 (Estremamente Imp.),5 (Estremamente Imp.),3,4,3,1 (Per Nulla Imp.),5 (Estremamente Imp.),Prevalentemente su una banca tradizionale
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4,1 (Molto Negativa),3,2,5 (Molto Positiva),"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Investimenti e trading online (es. Trade Republic, eToro, Degiro);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",5 (molto positiva),5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),Prevalentemente su una neobanca/servizio fintech
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Diploma di scuola superiore,Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4,1 (Molto Negativa),3,3,4,Nessuno dei precedenti,2,4,4,3,5 (Estremamente Imp.),5 (Estremamente Imp.),3,3,3,3,3,Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Diploma di scuola superiore,Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5 (Molto Positiva),1 (Molto Negativa),3,3,4,Nessuno dei precedenti,2,5 (molto positiva),4,4,5 (Estremamente Imp.),4,3,4,5 (Estremamente Imp.),1 (Per Nulla Imp.),4,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Borsa di studio / Sussidi,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5 (Molto Positiva),1 (Molto Negativa),4,3,5 (Molto Positiva),Nessuno dei precedenti,3,4,5 (molto positiva),3,5 (Estremamente Imp.),5 (Estremamente Imp.),3,4,5 (Estremamente Imp.),3,3,Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Studente/Studentessa,Laurea Triennale (o titolo equipollente),Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),2,2,4,5 (Molto Positiva),"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3,5 (molto positiva),3,2,5 (Estremamente Imp.),5 (Estremamente Imp.),3,5 (Estremamente Imp.),5 (Estremamente Imp.),2,5 (Estremamente Imp.),Prevalentemente su una banca tradizionale
Accetto,22 - 25 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,2,1 (Molto Negativa),1 (Molto Negativa),2,4,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",5 (molto positiva),4,5 (molto positiva),4,5 (Estremamente Imp.),2,4,1 (Per Nulla Imp.),5 (Estremamente Imp.),4,4,Non saprei / Non ho una preferenza
Accetto,26 - 30 anni,Studente/Studentessa,Laurea Magistrale / Master (o titolo equipollente o superiore),Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4,1 (Molto Negativa),4,3,4,Nessuno dei precedenti,3,4,5 (molto positiva),2,5 (Estremamente Imp.),5 (Estremamente Imp.),3,4,3,3,3,Utilizzando un mix bilanciato di entrambi
Accetto,26 - 30 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4,3,2,4,4,"Risparmio automatico e budgeting (es. Gimme5, Oval)",3,5 (molto positiva),5 (molto positiva),2,4,4,3,5 (Estremamente Imp.),4,1 (Per Nulla Imp.),2,Utilizzando un mix bilanciato di entrambi
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),2,2,3,5 (Molto Positiva),Nessuno dei precedenti,2,5 (molto positiva),5 (molto positiva),3,3,4,4,3,3,3,2,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4,1 (Molto Negativa),1 (Molto Negativa),2,5 (Molto Positiva),Nessuno dei precedenti,2,4,5 (molto positiva),3,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),5 (Estremamente Imp.),3,3,Prevalentemente su una banca tradizionale
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Tre o più,4,3,4,3,5 (Molto Positiva),"Risparmio automatico e budgeting (es. Gimme5, Oval)",3,5 (molto positiva),4,4,4,5 (Estremamente Imp.),4,4,4,1 (Per Nulla Imp.),3,Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,5 (Molto Positiva),2,3,3,5 (Molto Positiva),Nessuno dei precedenti,3,4,5 (molto positiva),4,3,4,5 (Estremamente Imp.),3,5 (Estremamente Imp.),4,2,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,4,2,3,2,4,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",4,5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),4,4,Prevalentemente su una neobanca/servizio fintech
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4,1 (Molto Negativa),3,4,5 (Molto Positiva),"Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",3,5 (molto positiva),4,4,5 (Estremamente Imp.),4,4,4,3,2,4,Prevalentemente su una banca tradizionale
Accetto,22 - 25 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4,2,3,2,3,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",4,5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4,2,2,3,4,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",5 (molto positiva),5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),2,5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),4,4,Prevalentemente su una neobanca/servizio fintech
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4,2,4,4,4,"Investimenti e trading online (es. Trade Republic, eToro, Degiro)",3,5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),4,3,3,5 (Estremamente Imp.),2,4,Prevalentemente su una banca tradizionale
Accetto,22 - 25 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,3,1 (Molto Negativa),3,3,3,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",3,5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),3,4,1 (Per Nulla Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),Prevalentemente su una neobanca/servizio fintech
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),1 (Molto Negativa),2,4,4,Nessuno dei precedenti,2,4,3,2,5 (Estremamente Imp.),5 (Estremamente Imp.),3,4,4,2,5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4,3,2,2,3,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3,4,5 (molto positiva),3,3,3,4,1 (Per Nulla Imp.),5 (Estremamente Imp.),4,3,Non saprei / Non ho una preferenza
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),2,2,3,5 (Molto Positiva),Nessuno dei precedenti,3,5 (molto positiva),3,2,5 (Estremamente Imp.),5 (Estremamente Imp.),3,4,3,3,5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Borsa di studio / Sussidi,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4,1 (Molto Negativa),2,3,3,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",5 (molto positiva),5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),3,4,1 (Per Nulla Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Tre o più,5 (Molto Positiva),2,3,4,5 (Molto Positiva),Nessuno dei precedenti,2,4,5 (molto positiva),4,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),3,3,3,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4,2,4,3,4,"Investimenti e trading online (es. Trade Republic, eToro, Degiro)",2,4,5 (molto positiva),2,5 (Estremamente Imp.),4,3,5 (Estremamente Imp.),4,1 (Per Nulla Imp.),5 (Estremamente Imp.),Non saprei / Non ho una preferenza
Accetto,26 - 30 anni,In cerca di occupazione / Altro,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5 (Molto Positiva),2,2,3,4,Nessuno dei precedenti,3,5 (molto positiva),3,2,4,5 (Estremamente Imp.),3,3,3,1 (Per Nulla Imp.),2,Prevalentemente su una banca tradizionale
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4,2,1 (Molto Negativa),3,4,Nessuno dei precedenti,3,5 (molto positiva),5 (molto positiva),2,5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),4,3,Non saprei / Non ho una preferenza
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,5 (Molto Positiva),2,3,3,4,Nessuno dei precedenti,3,4,5 (molto positiva),4,3,4,4,3,5 (Estremamente Imp.),4,2,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,5 (Molto Positiva),2,2,2,5 (Molto Positiva),"Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",2,4,5 (molto positiva),4,5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),4,3,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),2,2,4,5 (Molto Positiva),"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",2,5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),4,2,3,Prevalentemente su una banca tradizionale
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5 (Molto Positiva),2,4,4,4,Nessuno dei precedenti,2,5 (molto positiva),3,2,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),4,1 (Per Nulla Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5 (Molto Positiva),1 (Molto Negativa),4,3,5 (Molto Positiva),Nessuno dei precedenti,2,4,3,3,5 (Estremamente Imp.),4,4,5 (Estremamente Imp.),5 (Estremamente Imp.),3,5 (Estremamente Imp.),Prevalentemente su una banca tradizionale
Accetto,26 - 30 anni,In cerca di occupazione / Altro,Laurea Triennale (o titolo equipollente),Borsa di studio / Sussidi,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4,1 (Molto Negativa),3,4,4,Nessuno dei precedenti,3,4,3,2,5 (Estremamente Imp.),4,4,3,4,3,3,Prevalentemente su una banca tradizionale
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,3,1 (Molto Negativa),2,3,3,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3,5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),3,Utilizzando un mix bilanciato di entrambi
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Tre o più,4,3,3,3,5 (Molto Positiva),"Risparmio automatico e budgeting (es. Gimme5, Oval)",3,4,3,3,3,4,3,5 (Estremamente Imp.),4,1 (Per Nulla Imp.),2,Non saprei / Non ho una preferenza
Accetto,22 - 25 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,3,1 (Molto Negativa),2,3,4,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",4,5 (molto positiva),5 (molto positiva),3,5 (Estremamente Imp.),2,4,1 (Per Nulla Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),4,Prevalentemente su una neobanca/servizio fintech
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Due,4,1 (Molto Negativa),4,3,4,Nessuno dei precedenti,2,4,4,4,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),4,1 (Per Nulla Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,4,1 (Molto Negativa),2,3,4,Nessuno dei precedenti,2,5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),5 (Estremamente Imp.),3,3,Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5 (Molto Positiva),2,2,3,4,Nessuno dei precedenti,3,4,4,3,5 (Estremamente Imp.),5 (Estremamente Imp.),4,5 (Estremamente Imp.),5 (Estremamente Imp.),1 (Per Nulla Imp.),3,Prevalentemente su una banca tradizionale
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4,2,3,3,4,"Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",2,5 (molto positiva),4,4,5 (Estremamente Imp.),5 (Estremamente Imp.),4,3,4,3,4,Utilizzando un mix bilanciato di entrambi
Accetto,26 - 30 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,5 (Molto Positiva),3,3,4,5 (Molto Positiva),Nessuno dei precedenti,2,5 (molto positiva),4,3,3,4,3,3,3,2,3,Prevalentemente su una banca tradizionale
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4,2,4,3,4,Nessuno dei precedenti,2,4,4,3,5 (Estremamente Imp.),4,3,5 (Estremamente Imp.),3,1 (Per Nulla Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4,1 (Molto Negativa),3,3,4,Nessuno dei precedenti,3,5 (molto positiva),3,2,5 (Estremamente Imp.),4,4,3,5 (Estremamente Imp.),1 (Per Nulla Imp.),5 (Estremamente Imp.),Utilizzando un mix bilanciato di entrambi
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4,2,3,3,4,"Investimenti e trading online (es. Trade Republic, eToro, Degiro)",2,5 (molto positiva),5 (molto positiva),4,5 (Estremamente Imp.),5 (Estremamente Imp.),4,3,5 (Estremamente Imp.),2,3,Utilizzando un mix bilanciato di entrambi
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,5 (Molto Positiva),3,1 (Molto Negativa),3,5 (Molto Positiva),"Risparmio automatico e budgeting (es. Gimme5, Oval)",3,5 (molto positiva),5 (molto positiva),4,4,4,5 (Estremamente Imp.),3,5 (Estremamente Imp.),3,3,Non saprei / Non ho una preferenza
Accetto,22 - 25 anni,In cerca di occupazione / Altro,Diploma di scuola superiore,Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Uno,2,1 (Molto Negativa),2,3,4,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",5 (molto positiva),4,5 (molto positiva),3,5 (Estremamente Imp.),1 (Per Nulla Imp.),4,1 (Per Nulla Imp.),5 (Estremamente Imp.),4,3,Utilizzando un mix bilanciato di entrambi
